gene_id	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N061011_untreated	N061011_dex
ENSG00000145494.12	7.7413835475084	7.97723697395642	7.84467468387166	7.86596265754316	7.82763930614689	7.77718778579345	7.76239860022902	7.67860060940167
ENSG00000248994.2	6.73447480136818	6.7776134688375	6.74861155170608	6.66435240536893	6.77856944871386	6.88159019691735	6.7059310337478	6.79557899802678
ENSG00000170561.13	6.85599478395576	6.91664027450674	6.87587918695416	6.9149699960699	6.77856944871386	6.59624643103017	7.2158380607488	7.12894230165379
ENSG00000186493.14	6.98910180233029	6.93971032520683	7.07301585918763	7.16159600164277	6.77856944871386	6.71082973304335	7.43042048399668	7.57270868804437
ENSG00000289075.2	6.73447480136818	6.70160896022124	6.65824228849862	6.66435240536893	6.59133753825452	6.43935831587626	6.7059310337478	6.79557899802678
ENSG00000249541.1	7.43297652662458	7.42575936841455	7.52026877270809	7.4957285283425	7.41756713940696	7.38968347960865	7.54470548054276	7.35517524719191
ENSG00000251568.1	7.14131259564342	7.09460393922451	7.03512952892631	7.09044865010935	7.19107340526396	7.16782794342023	7.154911022967	7.09228017073694
ENSG00000286753.3	6.43935831587626	6.43935831587626	6.74861155170608	6.75722721090719	6.65419024516067	6.71082973304335	6.7059310337478	6.59898859408845
ENSG00000164151.12	8.58311615257465	8.65514150751643	8.56951899255376	8.62805798866346	8.8101557991795	8.6331512982497	8.58785659292721	8.75348710682062
ENSG00000133398.4	7.77038028493323	7.95840323827277	7.935984770437	7.91058512894345	7.65674929913366	7.89823722768494	7.90170530207688	7.94330664897457
ENSG00000271230.1	7.2889351845708	7.28489170224431	7.35352455666184	7.29887197002558	7.41756713940696	7.18384980236706	7.40794524758021	7.47630094354234
ENSG00000037474.15	8.18829448588273	8.11221983375721	8.09906091927491	8.17028637515345	8.42835549183071	8.42987619303785	8.10870001215132	8.22613715921755
ENSG00000145545.12	7.77038028493323	7.84522946153912	7.81497005132884	7.9250681263089	7.75343165017171	7.91246546544061	7.81584583690489	7.83102203381577
ENSG00000248677.2	6.43935831587626	6.43935831587626	6.70730724183813	6.59853369009248	6.77856944871386	6.66112256367871	6.43935831587626	6.59898859408845
ENSG00000112941.14	7.91088070518703	7.9197643734435	7.89477888006559	7.96047627989416	7.84893143532124	7.7930871569908	7.98137616765061	7.95040320913262
ENSG00000290510.1	6.43935831587626	6.65358313805485	6.59420680516964	6.71477957466235	6.59133753825452	6.43935831587626	6.7059310337478	6.59898859408845
ENSG00000078295.17	6.64821876902176	6.65358313805485	6.59420680516964	6.43935831587626	7.20562298294026	6.95716985536871	6.59340998201429	6.66499475927517
ENSG00000124275.15	8.0299147144838	7.9065820971097	7.87358598792138	7.79539814839956	8.00591985185651	8.04566220110687	8.01298582220099	8.0583185940852
ENSG00000124279.12	7.18475458628006	7.09460393922451	7.14232897471387	7.09044865010935	7.24756026874977	7.21481668735571	7.1706605785019	7.12894230165379
ENSG00000288002.1	6.76916552526763	6.74204092910778	6.43935831587626	6.43935831587626	6.91798309639808	6.66112256367871	6.7059310337478	6.66499475927517
ENSG00000247516.8	7.02655928775741	7.00307188601783	7.09108446280084	6.96464476970857	7.17621052194296	6.95716985536871	7.1052465005924	7.05327662428992
ENSG00000112902.12	10.0134344276001	9.63619727393513	9.44324266137821	9.07770234118144	10.5570342244571	10.4199774721598	10.2658535782503	10.1039903006346
ENSG00000250786.4	7.38053434470014	7.51787147673622	7.72871444430303	7.63816271278865	7.73793946192976	7.71955519815198	7.89480219740134	7.77435952733184
ENSG00000150756.14	7.52006402892478	7.40389744949579	7.55016197307786	7.36554313971766	7.39536274240844	7.35265173077004	7.34896630445935	7.12894230165379
ENSG00000150753.12	8.79914146004759	9.0533715079059	8.81394331231637	8.94062142824191	8.98779942596073	9.30175316360581	8.86556216744349	9.11806027820675
ENSG00000164237.9	8.42989763399034	8.02599077399634	8.29314790714876	7.6752671697904	8.33442952523508	7.86921823426047	8.20256497231548	7.7319343120311
ENSG00000259802.3	6.6950477566315	6.43935831587626	6.74861155170608	6.66435240536893	6.59133753825452	6.66112256367871	6.7059310337478	6.71556510257389
ENSG00000145495.17	9.31163603774183	9.25219679861055	9.39828696801359	9.41992097254717	9.43645894254549	9.2800416188383	9.47716170737543	9.41949832020316
ENSG00000244361.1	9.28396259613029	9.24523562480958	9.13564833132881	9.02752190141562	9.09884785716805	9.10671968662335	9.04091909454239	8.85339798776488
ENSG00000164236.12	9.26447564837554	9.27059075749598	9.57197121798591	9.518247134164	9.34590206306065	9.296957630126	9.32690851058298	9.50560727330223
ENSG00000251548.1	7.23871374446255	7.39275063909722	7.35352455666184	7.5386796252309	7.37255303911769	7.38968347960865	7.27193337104649	7.50957824954678
ENSG00000112977.16	9.89183794954481	9.8676409393493	10.0677328316687	9.86941089941405	9.81492080004321	9.76254904372232	10.0139165938881	9.87790271856334
ENSG00000243744.2	6.82925412814796	6.96172395444198	6.81775463736341	6.88799280253678	6.65419024516067	6.75267309804514	6.74702469803714	6.82938173877161
ENSG00000039139.11	7.26424750246052	7.24532990394283	7.59795691758673	7.22586302421196	7.51099567843774	7.69383250369366	7.473690062728	7.32867691594172
ENSG00000038382.23	10.4689025163408	10.2705936045739	10.529864022366	10.0885191422359	10.4057630235953	10.3936692741546	10.6519613366557	10.4630556528229
ENSG00000145569.6	6.6950477566315	7.00307188601783	6.70730724183813	6.98773058354613	6.43935831587626	6.59624643103017	6.43935831587626	6.79557899802678
ENSG00000250526.1	8.57587183772314	8.67300398253484	8.44325837336106	8.49150723908849	8.42835549183071	8.51420482874063	8.45183183932673	8.45065294908546
ENSG00000250182.3	7.07843383662775	7.17416839145007	6.99450908177647	7.14453248643456	6.9843346155731	6.88159019691735	7.1052465005924	7.16361990109882
ENSG00000261360.3	6.6950477566315	6.65358313805485	6.84787938213258	6.43935831587626	6.65419024516067	6.43935831587626	6.65711701827342	6.59898859408845
ENSG00000154124.6	7.80553511202083	7.80231252261367	7.6434846476837	7.77906373948945	7.68179846469262	7.70247920319046	7.67242820249571	7.87732084698278
ENSG00000154122.14	8.10647022090141	8.11774959575711	8.26287477355428	8.0281400779575	8.19703271078657	8.29437788994059	8.27474689705324	8.23171842826016
ENSG00000249485.1	8.41351725647478	8.31573587199899	8.33721404321627	8.33866927927742	8.41099554728992	8.1537052911248	8.41208574208337	8.22053022080322
ENSG00000250662.1	7.02655928775741	6.80972966199624	6.74861155170608	6.59853369009248	6.77856944871386	6.8227146949241	6.81581663390162	6.75813289054065
ENSG00000250247.1	6.98910180233029	7.25875213933517	7.108633685461	7.32621709880648	7.21987687823564	7.1995052785116	7.12223304218743	7.14651045137942
ENSG00000248699.1	7.02655928775741	7.14350454528051	7.37773757760165	7.16159600164277	7.17621052194296	7.49195645196654	7.08778312657617	7.34203568759579
ENSG00000183580.10	8.07427195590532	8.51076986048779	7.90175357110248	8.26546971698801	8.11093141227087	7.89105390319849	7.80084831253943	8.24280502154398
ENSG00000173545.5	7.79859690058102	7.9197643734435	7.84467468387166	7.88849986554341	7.96235606711256	8.05816921911942	7.84522578755965	8.08379413736791
ENSG00000154153.15	6.6950477566315	6.7776134688375	6.65824228849862	6.66435240536893	6.8403514729454	6.78948382610015	6.74702469803714	6.75813289054065
ENSG00000246214.3	6.73447480136818	6.65358313805485	6.74861155170608	6.66435240536893	6.70235148984962	6.75267309804514	6.65711701827342	6.71556510257389
ENSG00000145555.15	10.3636631871502	10.2190480465335	10.572344545537	10.6521389445324	10.9207678485664	11.4679386368961	10.5928668666976	10.7008013441356
ENSG00000243538.1	6.92727869079218	6.93971032520683	6.59420680516964	7.07131815276461	6.77856944871386	6.75267309804514	6.78317777422319	6.71556510257389
ENSG00000176788.9	10.1708853553974	10.2558927928819	9.96964033574488	9.70379767929798	10.4750831837762	10.5043353280707	10.114654940687	10.0713512651249
ENSG00000215196.5	6.96933030555932	6.93971032520683	7.14232897471387	6.85922707273188	6.9843346155731	7.02268748670147	6.99168415881239	6.88926596466494
ENSG00000250816.1	6.6950477566315	6.70160896022124	6.74861155170608	6.85922707273188	6.70235148984962	6.78948382610015	6.81581663390162	6.71556510257389
ENSG00000185296.8	6.88107787728229	7.04145533499291	6.84787938213258	6.71477957466235	6.89362786770973	6.90818894211843	7.03210343032744	6.8604197866415
ENSG00000223361.5	12.7919288528386	12.8952561130249	12.912547670994	13.2481475430347	13.2920794765714	12.9478236888061	12.6733422166993	12.8440542655375
ENSG00000269466.4	6.58710938520095	6.91664027450674	6.43935831587626	6.43935831587626	6.43935831587626	6.43935831587626	6.43935831587626	6.43935831587626
ENSG00000249937.9	6.6950477566315	6.70160896022124	6.78494942059072	6.71477957466235	6.74289715357801	6.8227146949241	6.84578904393387	6.75813289054065
ENSG00000240785.2	8.82646316328441	8.71147015539277	8.83706599533432	8.81650369304057	8.93896267341696	8.66796652108119	8.71456307157741	8.76087679576411
ENSG00000145526.12	6.64821876902176	6.43935831587626	6.65824228849862	6.59853369009248	6.77856944871386	6.66112256367871	6.7059310337478	6.71556510257389
ENSG00000214132.4	6.96933030555932	7.02259645964244	6.70730724183813	6.85922707273188	6.9411167951386	6.93331040795514	6.94789582579647	6.91631837934757
ENSG00000291102.1	7.04437464747588	7.00307188601783	6.87587918695416	6.96464476970857	7.02423010627822	6.90818894211843	7.06980315318122	6.91631837934757
ENSG00000213430.6	9.15327973790622	9.11609234786699	9.20986547529999	8.9940411827766	9.31064524473651	9.33720176746709	9.10625900848277	9.02738313671827
ENSG00000290530.1	6.64821876902176	6.65358313805485	6.70730724183813	6.43935831587626	6.59133753825452	6.59624643103017	6.7059310337478	6.59898859408845
ENSG00000249206.2	6.85599478395576	6.98280971378101	6.92694345216041	6.98773058354613	6.8403514729454	6.97993461237282	7.01226888740702	6.91631837934757
ENSG00000250332.1	8.26492382395191	8.59629104580153	8.47815904235688	8.55730778785526	8.6959725351359	8.92414156570665	8.33818487420542	8.7900324991038
ENSG00000226432.3	7.57380559050133	7.53712000475837	7.54030446467574	7.48466534449845	7.56830694149834	7.502619290972	7.56402775263437	7.62227113346484
ENSG00000040731.10	7.11066214356251	6.98280971378101	7.07301585918763	6.7945679420554	6.74289715357801	6.59624643103017	7.45232310044787	6.79557899802678
ENSG00000250099.1	6.58710938520095	6.7776134688375	6.59420680516964	6.82827584508646	6.43935831587626	6.71082973304335	6.65711701827342	6.88926596466494
ENSG00000251273.4	7.52006402892478	7.49820890347423	7.41277844705169	7.35264675280945	7.07919306364178	7.45918294560031	7.46307138551635	7.57270868804437
ENSG00000245662.4	9.11736702149809	9.11097377148787	9.43266936708921	9.44904274969784	9.24904196090883	9.42754450732773	9.21362234345761	9.44879398638583
ENSG00000251593.1	10.0463480135652	10.0230533764861	10.1896520654287	10.0842822660875	10.3099838330521	10.5033109462256	10.0469348772674	10.1109878679526
ENSG00000230571.2	6.94875647993495	7.11132852487279	6.90214012777943	6.94044784003456	6.9411167951386	6.78948382610015	6.94789582579647	7.03275316416137
ENSG00000248426.1	6.88107787728229	6.91664027450674	6.70730724183813	6.88799280253678	6.91798309639808	6.93331040795514	6.84578904393387	6.8604197866415
ENSG00000250337.10	7.19863772985699	7.09460393922451	7.32856396165289	7.09044865010935	7.37255303911769	7.16782794342023	7.05126089458285	6.8604197866415
ENSG00000162685.6	7.38053434470014	7.29763067505793	7.23426748932137	7.21034358070588	7.06144390694469	7.22980414512121	7.37306654578911	7.22805870833429
ENSG00000226400.2	6.92727869079218	6.80972966199624	6.84787938213258	6.59853369009248	6.8403514729454	6.71082973304335	6.7059310337478	6.82938173877161
ENSG00000249226.1	7.33605180474466	7.34659801429848	7.27612730333863	7.31266433276248	7.17621052194296	7.09953127654411	7.20110327591779	7.34203568759579
ENSG00000233787.3	6.58710938520095	6.65358313805485	6.70730724183813	6.71477957466235	6.43935831587626	6.43935831587626	6.74702469803714	6.71556510257389
ENSG00000250587.2	6.64821876902176	6.65358313805485	6.43935831587626	6.43935831587626	6.65419024516067	6.43935831587626	6.65711701827342	6.66499475927517
ENSG00000250118.1	6.85599478395576	6.8923522352928	6.65824228849862	6.94044784003456	6.9411167951386	6.8227146949241	6.8736476562819	6.94186705247055
ENSG00000289601.1	6.58710938520095	6.59090765639085	6.59420680516964	6.66435240536893	6.70235148984962	6.59624643103017	6.43935831587626	6.71556510257389
ENSG00000113361.13	8.6431217024879	8.00795014781586	10.1633049201246	9.06897964918231	9.08840210023362	8.72402335821737	10.1378078641298	8.92699765924311
ENSG00000113360.17	8.62225614200748	8.64430641121164	8.60900891745341	8.8059194590331	8.5863174055426	8.65260683577441	8.53188987664903	8.66144183438734
ENSG00000082213.18	7.67298833912015	7.71086387004231	7.80741358384332	8.00825750104161	7.82763930614689	7.89823722768494	7.65517527402342	7.8544179502028
ENSG00000133401.16	6.76916552526763	7.11132852487279	6.95050159174117	7.24105354332556	7.06144390694469	7.04287267906183	6.92445549075663	7.49862191757299
ENSG00000248878.1	7.1261710930758	7.04145533499291	7.05438194769747	6.96464476970857	7.19107340526396	7.15141483343935	7.1706605785019	6.94186705247055
ENSG00000224282.3	9.38151239575194	9.52460791959299	9.3585664607945	9.03949583344641	9.11950385442488	9.0816831971664	9.02125855068307	9.03341814102266
ENSG00000243914.1	7.57380559050133	7.62785634402111	7.46815828495789	7.47346354243093	7.33710086212212	7.27299680592007	7.34896630445935	7.25820899452454
ENSG00000214108.4	8.85323928239706	8.74213170925307	8.45645812600074	8.67188000891043	8.26273716123835	8.47051459230345	8.50297187331067	8.45065294908546
ENSG00000249774.1	9.43461086388809	9.35478101860192	9.15911173165571	9.13725583901747	8.95640045173388	9.11770208122966	9.03252778596988	9.04839002062018
ENSG00000113384.14	9.44230844572593	9.70316923259094	9.29911530726737	9.68330522719459	9.36105045412285	9.40550130786865	9.48730049057133	9.80535239924704
ENSG00000272086.2	6.98910180233029	7.09460393922451	6.95050159174117	6.98773058354613	6.89362786770973	6.8227146949241	6.8736476562819	7.07309757459527
ENSG00000150712.11	8.13781480581551	8.18739680967067	8.20535612129094	8.49150723908849	8.03605297951628	8.070543514736	8.26469194815268	8.46459623992219
ENSG00000056097.16	9.35928672640187	9.45633444040506	9.46207547951528	9.63947050862962	9.59077125416536	9.81000217975333	9.44421522650957	9.58673226808771
ENSG00000249142.1	8.15826221817368	8.10108220150691	8.13366018703028	8.1348184920743	8.13304510001667	8.08886318911581	8.07962232608934	8.19210081368291
ENSG00000113387.12	9.4594746585047	9.19308795096188	9.16684486795765	9.12050241903781	9.33058703702164	9.2076750358575	9.35606408363811	9.15987475250112
ENSG00000113389.16	8.93606634578843	9.74122533250217	9.67031391457827	10.3004188111814	10.0192213298297	10.9459329643753	9.81877457105785	10.5187009948028
ENSG00000251062.1	7.68081969377741	7.77271004383747	7.28957509974307	7.45062524252812	7.44982701895604	7.37752396094456	7.38485590504998	7.39336951568624
ENSG00000250672.1	7.17058439460064	7.31016218469815	7.23426748932137	7.21034358070588	7.20562298294026	7.04287267906183	7.154911022967	7.12894230165379
ENSG00000240376.1	11.9644055774469	12.0396037116956	11.8975780351835	11.6163609543702	11.6386233799087	11.5503739595321	11.609962084906	11.5781950500372
ENSG00000249572.3	6.76916552526763	6.80972966199624	6.65824228849862	6.71477957466235	6.77856944871386	6.8227146949241	6.78317777422319	6.88926596466494
ENSG00000113407.14	8.6670530370599	8.59629104580153	9.00034768204237	8.64815844871383	8.95640045173388	8.75655316414078	8.90002402287847	8.68895647863393
ENSG00000249360.1	7.19863772985699	7.54659591578931	7.21976318525012	7.09044865010935	7.32492677304778	7.44798233521901	7.28531745965193	7.30126033386385
ENSG00000151388.11	8.05230461342198	8.03786305649687	8.80054892967666	8.55302376670462	8.28226486638574	8.65260683577441	8.29461419602058	8.28617587717842
ENSG00000250914.1	7.42274436180699	7.40389744949579	7.53034106345312	7.50665748875958	7.71425625019853	7.502619290972	7.49455448047414	7.53110350692585
ENSG00000242110.9	6.64821876902176	6.65358313805485	6.65824228849862	6.59853369009248	6.74289715357801	6.43935831587626	6.59340998201429	6.59898859408845
ENSG00000250767.1	6.82925412814796	6.83922341908603	6.59420680516964	6.75722721090719	6.59133753825452	6.71082973304335	6.43935831587626	6.66499475927517
ENSG00000082196.21	6.58710938520095	6.74204092910778	6.74861155170608	6.66435240536893	6.65419024516067	6.59624643103017	6.74702469803714	6.71556510257389
ENSG00000290548.1	6.73447480136818	6.80972966199624	6.70730724183813	6.7945679420554	6.70235148984962	6.75267309804514	6.78317777422319	6.66499475927517
ENSG00000039560.14	9.8464770288985	10.0363741819458	10.0096926008181	10.4326847922754	10.085149313901	10.8638385261884	10.1505099548146	10.3937525983756
ENSG00000272323.1	6.43935831587626	6.59090765639085	6.65824228849862	6.59853369009248	6.65419024516067	6.43935831587626	6.65711701827342	6.66499475927517
ENSG00000205838.15	6.58710938520095	6.7776134688375	6.65824228849862	6.82827584508646	6.81077545829778	6.75267309804514	6.74702469803714	6.8604197866415
ENSG00000113456.20	8.27417369351725	8.70801911918323	8.28815366201231	8.74800873422777	8.26764819178643	8.75297780641009	8.19189505300651	8.80080379345103
ENSG00000113460.13	7.41238824137725	7.85221901848855	7.70389168969008	8.36380300633914	7.79118566849827	8.25279400122615	7.68938864382459	8.03227402989139
ENSG00000168724.18	8.53153608822402	8.7387596438413	8.78361504625256	9.15654709225558	8.55154324053547	8.87602151525034	8.67122332465594	8.98749091307929
ENSG00000152582.14	7.04437464747588	7.11132852487279	7.30279019145036	7.31266433276248	7.26101773105511	7.38968347960865	7.33664123728787	7.27283391984739
ENSG00000168685.15	6.94875647993495	7.05970936267722	7.09108446280084	6.98773058354613	6.9843346155731	7.2868549344026	6.74702469803714	6.94186705247055
ENSG00000164187.7	7.8594816048451	7.81680983412215	7.86642973277182	8.0281400779575	7.84188057790797	7.77718778579345	7.98776841473523	8.06473967964075
ENSG00000145604.17	7.71909075774064	8.08983849887901	8.12796323213583	8.44569124004405	7.95599399335361	8.43445610703703	7.83063603694373	8.49655168305215
ENSG00000152620.13	7.63287959510278	7.61915959597515	7.51008444991109	7.65688835387656	7.61353718986338	7.53387740100055	7.66383909367207	7.56247942439768
ENSG00000245711.2	6.64821876902176	6.65358313805485	6.59420680516964	6.66435240536893	6.65419024516067	6.59624643103017	6.65711701827342	6.59898859408845
ENSG00000164188.9	6.64821876902176	6.65358313805485	6.59420680516964	6.75722721090719	6.43935831587626	6.59624643103017	6.59340998201429	6.71556510257389
ENSG00000079215.15	7.18475458628006	7.17416839145007	6.97297967273664	6.75722721090719	7.02423010627822	7.08123610055129	6.94789582579647	6.75813289054065
ENSG00000285967.1	7.50143111481955	7.31016218469815	7.40126016169906	7.32621709880648	7.37255303911769	7.31384000488249	7.38485590504998	7.41789235457719
ENSG00000164190.19	8.90807545431443	8.85508584152178	9.06275394173773	8.99711910277762	9.08051522961713	8.94912229620664	8.98397666783147	9.15712629523582
ENSG00000244073.1	10.3825735827498	10.4149338089635	10.4430101350158	10.3004188111814	10.2342679820007	10.1255196545802	10.6367394766206	10.7282687274052
ENSG00000197603.16	8.16331997210664	8.20803992579713	8.38441951326385	8.11668125922711	8.39339434881237	8.29437788994059	8.42990427337695	8.31252853124417
ENSG00000271378.1	6.6950477566315	6.43935831587626	6.74861155170608	6.59853369009248	6.43935831587626	6.59624643103017	6.43935831587626	6.66499475927517
ENSG00000228212.1	7.60800394643117	7.48821493471538	7.71223310073222	7.82733273254756	7.89030440305121	7.99423679139767	8.09715487552138	7.88484987668438
ENSG00000113569.16	8.0578353284304	7.68667566748816	7.72050690154538	7.96047627989416	7.89705074552145	7.76914719723914	8.03154225923845	7.8544179502028
ENSG00000082068.9	8.09583497938652	8.11774959575711	8.02664925943111	8.06053677638145	8.16546499009928	7.98764365952469	8.04980569809878	8.22613715921755
ENSG00000248216.1	7.70395500220955	7.80958579722031	7.66111972875557	7.97433396014109	7.54959328369672	8.03301906744208	7.48418315538238	8.18053948215222
ENSG00000248587.8	7.00815477285245	7.14350454528051	6.95050159174117	7.10899739952712	7.02423010627822	7.04287267906183	7.18605069584968	7.14651045137942
ENSG00000168621.15	6.94875647993495	7.33463785012026	7.03512952892631	7.56963165650772	7.26101773105511	7.64944708244119	7.154911022967	7.8151377702856
ENSG00000164318.18	6.64821876902176	6.65358313805485	6.43935831587626	6.43935831587626	6.59133753825452	6.43935831587626	6.74702469803714	6.59898859408845
ENSG00000113594.10	8.0299147144838	8.14501891523541	7.8877598470217	8.29211160523288	7.96235606711256	7.95409218281053	8.26972968661156	8.53212517402509
ENSG00000244968.7	6.6950477566315	6.59090765639085	6.59420680516964	6.71477957466235	6.43935831587626	6.75267309804514	6.7059310337478	6.66499475927517
ENSG00000249740.4	6.88107787728229	6.74204092910778	6.81775463736341	6.71477957466235	6.70235148984962	6.88159019691735	6.84578904393387	6.71556510257389
ENSG00000145623.13	10.1651405226579	10.4291015453826	10.3472081736217	10.6368441768705	10.5261396608804	11.1366970032107	10.1842510129437	10.6336203433831
ENSG00000164327.14	8.18334081899439	8.39298980959287	8.47384820350297	8.44569124004405	8.43265863852243	8.55646227598409	8.40759170327775	8.5538710723008
ENSG00000082074.19	6.43935831587626	6.59090765639085	6.70730724183813	6.59853369009248	6.59133753825452	6.66112256367871	6.74702469803714	6.59898859408845
ENSG00000251215.1	7.6491186765162	7.62785634402111	7.6434846476837	7.64756992068165	7.5775261695505	7.75287839232026	7.64643508021	7.61256061542771
ENSG00000153071.15	11.1068179432129	11.1692930238482	11.263973723688	11.4679387571953	11.4604259146122	11.3495585668409	11.2635415717979	11.4751533116475
ENSG00000271334.6	6.43935831587626	6.65358313805485	6.59420680516964	6.59853369009248	6.59133753825452	6.66112256367871	6.74702469803714	6.43935831587626
ENSG00000250492.1	7.79161306754496	7.75759056734335	7.80741358384332	7.78726249992622	7.89705074552145	7.91951179134216	7.7932695457284	7.7319343120311
ENSG00000113638.14	7.57380559050133	7.56526380531823	7.48936634673305	7.59960123566234	7.58665669470262	7.51315796183049	7.62871859695107	7.50957824954678
ENSG00000171522.6	7.71155094230012	7.31016218469815	7.51008444991109	7.24105354332556	7.69001099865491	8.07668191413005	7.77020173600278	7.4298931698597
ENSG00000132356.12	9.02194434583822	9.61849984168388	9.0403892939108	9.56187441826708	8.88829989971754	9.55497388963351	9.06304729136475	9.6691621638659
ENSG00000145592.14	11.5227559983086	11.6282568486292	11.4407607056075	11.1581591810549	11.3242673621606	11.3444321709915	11.2808951368697	11.2176910281716
ENSG00000132357.14	8.01855522723602	8.37075772098646	8.02664925943111	8.4029997055338	8.09971787324824	8.27894784122235	8.01298582220099	8.23727429489038
ENSG00000112936.21	7.53832524413779	10.3083416384374	7.61642462857309	8.7772783144962	8.3482849188608	10.2880850077357	7.52497322330101	9.30813543004314
ENSG00000248120.1	7.00815477285245	7.04145533499291	6.90214012777943	6.98773058354613	7.09643284881219	7.02268748670147	7.01226888740702	6.91631837934757
ENSG00000039537.16	6.43935831587626	6.74204092910778	6.59420680516964	6.94044784003456	6.8403514729454	7.02268748670147	6.59340998201429	6.82938173877161
ENSG00000182836.11	6.43935831587626	6.80972966199624	6.59420680516964	6.43935831587626	6.59133753825452	7.21481668735571	6.65711701827342	6.79557899802678
ENSG00000083720.13	8.00708261705269	8.44056642674027	8.37511930196505	8.81298490316745	8.13850986341637	8.5099020212802	8.15930737887442	8.6414303458556
